ssn,year,month
3.7,1878,12
4.1,1879,1
5.4,1879,2
6.2,1879,3
7.0,1879,4
8.4,1879,5
9.5,1879,6
11.6,1879,7
15.1,1879,8
18.3,1879,9
20.5,1879,10
22.9,1879,11
26.4,1879,12
29.4,1880,1
33.0,1880,2
39.8,1880,3
46.1,1880,4
49.4,1880,5
52.2,1880,6
54.6,1880,7
57.3,1880,8
61.3,1880,9
65.8,1880,10
69.4,1880,11
72.6,1880,12
78.3,1881,1
82.8,1881,2
82.6,1881,3
83.2,1881,4
86.4,1881,5
89.3,1881,6
91.1,1881,7
92.8,1881,8
95.1,1881,9
99.2,1881,10
103.7,1881,11
104.1,1881,12
100.8,1882,1
97.4,1882,2
96.5,1882,3
96.4,1882,4
98.1,1882,5
99.8,1882,6
100.5,1882,7
100.0,1882,8
96.7,1882,9
94.1,1882,10
90.9,1882,11
90.8,1882,12
95.4,1883,1
98.2,1883,2
98.2,1883,3
99.6,1883,4
101.3,1883,5
103.7,1883,6
108.2,1883,7
113.1,1883,8
119.0,1883,9
121.7,1883,10
123.7,1883,11
124.4,1883,12
120.8,1884,1
119.5,1884,2
120.9,1884,3
119.0,1884,4
113.2,1884,5
107.8,1884,6
102.5,1884,7
98.0,1884,8
94.4,1884,9
90.3,1884,10
89.3,1884,11
92.0,1884,12
95.1,1885,1
95.7,1885,2
93.7,1885,3
91.6,1885,4
90.5,1885,5
88.4,1885,6
85.7,1885,7
81.6,1885,8
79.0,1885,9
78.7,1885,10
75.0,1885,11
68.2,1885,12
61.7,1886,1
56.9,1886,2
53.3,1886,3
50.0,1886,4
45.7,1886,5
43.0,1886,6
41.0,1886,7
38.8,1886,8
34.2,1886,9
28.0,1886,10
24.7,1886,11
23.1,1886,12
21.9,1887,1
21.7,1887,2
21.0,1887,3
19.9,1887,4
20.2,1887,5
21.2,1887,6
21.9,1887,7
21.7,1887,8
21.5,1887,9
21.6,1887,10
20.6,1887,11
19.1,1887,12
17.1,1888,1
14.4,1888,2
13.2,1888,3
13.0,1888,4
12.9,1888,5
12.2,1888,6
10.4,1888,7
9.7,1888,8
9.7,1888,9
9.5,1888,10
9.2,1888,11
8.8,1888,12
9.2,1889,1
10.9,1889,2
12.0,1889,3
11.8,1889,4
11.1,1889,5
10.4,1889,6
10.7,1889,7
10.5,1889,8
9.8,1889,9
9.5,1889,10
9.5,1889,11
9.3,1889,12
9.1,1890,1
8.4,1890,2
8.3,1890,3
9.7,1890,4
10.9,1890,5
11.7,1890,6
12.3,1890,7
14.4,1890,8
16.2,1890,9
17.9,1890,10
21.7,1890,11
27.5,1890,12
34.1,1891,1
39.0,1891,2
43.3,1891,3
48.7,1891,4
53.7,1891,5
57.7,1891,6
63.2,1891,7
70.8,1891,8
77.3,1891,9
83.5,1891,10
89.5,1891,11
94.2,1891,12
97.4,1892,1
103.3,1892,2
108.7,1892,3
110.6,1892,4
113.6,1892,5
118.4,1892,6
122.0,1892,7
122.2,1892,8
123.1,1892,9
125.5,1892,10
127.2,1892,11
128.5,1892,12
130.2,1893,1
133.0,1893,2
136.0,1893,3
137.7,1893,4
139.0,1893,5
140.8,1893,6
142.4,1893,7
143.8,1893,8
143.6,1893,9
142.3,1893,10
142.9,1893,11
144.7,1893,12
146.5,1894,1
143.7,1894,2
138.7,1894,3
137.6,1894,4
136.0,1894,5
132.4,1894,6
128.6,1894,7
126.0,1894,8
125.4,1894,9
125.7,1894,10
123.0,1894,11
118.8,1894,12
112.8,1895,1
108.7,1895,2
108.0,1895,3
106.9,1895,4
105.8,1895,5
105.9,1895,6
104.2,1895,7
101.2,1895,8
99.9,1895,9
96.9,1895,10
91.9,1895,11
87.5,1895,12
85.8,1896,1
82.7,1896,2
80.1,1896,3
77.6,1896,4
74.2,1896,5
71.7,1896,6
70.5,1896,7
69.4,1896,8
65.8,1896,9
63.4,1896,10
62.0,1896,11
58.8,1896,12
55.0,1897,1
53.4,1897,2
52.1,1897,3
50.2,1897,4
47.1,1897,5
44.4,1897,6
43.1,1897,7
42.8,1897,8
44.0,1897,9
43.5,1897,10
42.7,1897,11
43.9,1897,12
43.3,1898,1
42.7,1898,2
42.4,1898,3
42.9,1898,4
45.8,1898,5
46.0,1898,6
43.8,1898,7
41.2,1898,8
37.9,1898,9
36.4,1898,10
35.2,1898,11
33.8,1898,12
34.0,1899,1
32.3,1899,2
28.5,1899,3
25.2,1899,4
22.1,1899,5
20.3,1899,6
19.5,1899,7
19.1,1899,8
18.8,1899,9
18.2,1899,10
18.9,1899,11
18.8,1899,12
17.9,1900,1
17.6,1900,2
17.7,1900,3
17.7,1900,4
17.5,1900,5
16.5,1900,6
15.2,1900,7
13.7,1900,8
12.7,1900,9
11.3,1900,10
9.8,1900,11
9.0,1900,12
8.1,1901,1
7.3,1901,2
6.5,1901,3
5.4,1901,4
4.7,1901,5
4.6,1901,6
5.0,1901,7
5.2,1901,8
5.5,1901,9
6.1,1901,10
5.6,1901,11
4.8,1901,12
4.5,1902,1
4.6,1902,2
5.2,1902,3
6.5,1902,4
7.8,1902,5
8.4,1902,6
8.6,1902,7
10.0,1902,8
11.3,1902,9
13.1,1902,10
15.8,1902,11
17.6,1902,12
20.5,1903,1
24.2,1903,2
26.3,1903,3
28.1,1903,4
32.1,1903,5
37.6,1903,6
42.3,1903,7
44.4,1903,8
46.6,1903,9
49.4,1903,10
52.3,1903,11
55.8,1903,12
59.1,1904,1
62.7,1904,2
66.1,1904,3
68.5,1904,4
69.1,1904,5
69.3,1904,6
71.5,1904,7
77.4,1904,8
83.0,1904,9
84.1,1904,10
84.4,1904,11
85.5,1904,12
87.6,1905,1
89.1,1905,2
90.9,1905,3
94.4,1905,4
100.9,1905,5
105.7,1905,6
105.1,1905,7
100.7,1905,8
97.5,1905,9
99.1,1905,10
100.9,1905,11
102.6,1905,12
105.7,1906,1
107.1,1906,2
106.4,1906,3
102.2,1906,4
93.2,1906,5
89.1,1906,6
91.9,1906,7
99.4,1906,8
104.5,1906,9
104.0,1906,10
102.8,1906,11
100.2,1906,12
94.9,1907,1
91.6,1907,2
94.0,1907,3
99.4,1907,4
104.2,1907,5
104.6,1907,6
100.8,1907,7
93.1,1907,8
85.7,1907,9
83.8,1907,10
84.0,1907,11
84.4,1907,12
84.3,1908,1
86.1,1908,2
88.7,1908,3
86.6,1908,4
83.1,1908,5
81.5,1908,6
82.2,1908,7
84.3,1908,8
87.8,1908,9
88.6,1908,10
86.5,1908,11
84.4,1908,12
82.4,1909,1
77.4,1909,2
69.4,1909,3
67.9,1909,4
70.4,1909,5
72.1,1909,6
71.0,1909,7
67.9,1909,8
63.7,1909,9
58.9,1909,10
56.3,1909,11
54.6,1909,12
52.4,1910,1
50.1,1910,2
48.4,1910,3
46.2,1910,4
41.2,1910,5
34.4,1910,6
29.4,1910,7
26.2,1910,8
23.7,1910,9
23.3,1910,10
23.0,1910,11
21.4,1910,12
20.0,1911,1
18.7,1911,2
16.6,1911,3
12.6,1911,4
10.1,1911,5
9.8,1911,6
9.3,1911,7
8.5,1911,8
7.7,1911,9
6.6,1911,10
5.5,1911,11
5.3,1911,12
5.4,1912,1
5.1,1912,2
5.2,1912,3
5.7,1912,4
5.6,1912,5
5.7,1912,6
6.1,1912,7
6.5,1912,8
6.4,1912,9
5.8,1912,10
5.2,1912,11
4.7,1912,12
4.3,1913,1
4.2,1913,2
3.6,1913,3
2.9,1913,4
2.8,1913,5
2.6,1913,6
2.5,1913,7
2.5,1913,8
2.6,1913,9
4.0,1913,10
5.5,1913,11
6.6,1913,12
7.7,1914,1
8.5,1914,2
9.8,1914,3
10.9,1914,4
12.4,1914,5
14.8,1914,6
17.5,1914,7
21.6,1914,8
26.8,1914,9
31.0,1914,10
34.6,1914,11
40.5,1914,12
49.1,1915,1
58.0,1915,2
64.8,1915,3
70.5,1915,4
75.5,1915,5
78.1,1915,6
80.5,1915,7
83.0,1915,8
85.8,1915,9
89.9,1915,10
94.9,1915,11
97.7,1915,12
96.4,1916,1
92.7,1916,2
90.0,1916,3
89.5,1916,4
91.0,1916,5
93.9,1916,6
97.2,1916,7
100.4,1916,8
103.4,1916,9
105.6,1916,10
108.5,1916,11
114.6,1916,12
122.4,1917,1
135.3,1917,2
149.5,1917,3
156.8,1917,4
160.4,1917,5
167.9,1917,6
174.7,1917,7
175.7,1917,8
173.6,1917,9
172.5,1917,10
170.3,1917,11
163.8,1917,12
159.1,1918,1
154.6,1918,2
147.5,1918,3
145.0,1918,4
145.0,1918,5
139.2,1918,6
131.0,1918,7
128.6,1918,8
129.2,1918,9
126.9,1918,10
125.7,1918,11
130.0,1918,12
130.6,1919,1
125.4,1919,2
121.4,1919,3
117.4,1919,4
112.3,1919,5
107.7,1919,6
106.2,1919,7
104.6,1919,8
103.1,1919,9
100.8,1919,10
94.4,1919,11
85.6,1919,12
78.0,1920,1
71.9,1920,2
67.2,1920,3
65.7,1920,4
64.4,1920,5
63.1,1920,6
61.3,1920,7
58.2,1920,8
53.4,1920,9
51.6,1920,10
52.1,1920,11
51.0,1920,12
51.6,1921,1
52.9,1921,2
51.8,1921,3
48.3,1921,4
45.5,1921,5
44.2,1921,6
42.2,1921,7
40.7,1921,8
42.5,1921,9
42.9,1921,10
40.5,1921,11
37.6,1921,12
33.5,1922,1
30.2,1922,2
28.2,1922,3
26.4,1922,4
24.9,1922,5
24.0,1922,6
23.2,1922,7
21.0,1922,8
15.7,1922,9
11.8,1922,10
11.1,1922,11
11.0,1922,12
10.7,1923,1
9.8,1923,2
10.0,1923,3
10.9,1923,4
11.5,1923,5
10.7,1923,6
9.4,1923,7
9.4,1923,8
9.5,1923,9
9.8,1923,10
11.3,1923,11
13.6,1923,12
16.3,1924,1
19.3,1924,2
21.5,1924,3
23.3,1924,4
25.1,1924,5
26.9,1924,6
28.2,1924,7
29.8,1924,8
32.2,1924,9
34.7,1924,10
37.7,1924,11
40.8,1924,12
43.2,1925,1
45.2,1925,2
48.9,1925,3
54.4,1925,4
59.9,1925,5
68.2,1925,6
78.5,1925,7
86.3,1925,8
92.6,1925,9
96.2,1925,10
98.2,1925,11
101.4,1925,12
104.2,1926,1
106.8,1926,2
108.5,1926,3
108.7,1926,4
109.0,1926,5
107.8,1926,6
107.2,1926,7
109.4,1926,8
111.6,1926,9
115.9,1926,10
120.7,1926,11
120.8,1926,12
120.0,1927,1
119.6,1927,2
119.6,1927,3
119.5,1927,4
119.4,1927,5
117.5,1927,6
115.2,1927,7
114.0,1927,8
113.7,1927,9
113.9,1927,10
112.9,1927,11
115.0,1927,12
120.2,1928,1
125.3,1928,2
128.9,1928,3
130.2,1928,4
128.9,1928,5
128.7,1928,6
128.7,1928,7
126.9,1928,8
123.7,1928,9
119.4,1928,10
116.1,1928,11
113.5,1928,12
110.2,1929,1
107.0,1929,2
101.9,1929,3
97.5,1929,4
99.2,1929,5
104.7,1929,6
107.9,1929,7
106.7,1929,8
104.7,1929,9
102.7,1929,10
100.2,1929,11
95.7,1929,12
89.3,1930,1
83.2,1930,2
80.2,1930,3
78.6,1930,4
74.1,1930,5
65.2,1930,6
56.0,1930,7
52.0,1930,8
51.2,1930,9
50.4,1930,10
49.0,1930,11
47.2,1930,12
46.0,1931,1
44.9,1931,2
43.1,1931,3
40.5,1931,4
37.7,1931,5
35.9,1931,6
35.2,1931,7
32.8,1931,8
29.2,1931,9
26.5,1931,10
24.6,1931,11
24.7,1931,12
24.6,1932,1
23.6,1932,2
22.1,1932,3
21.0,1932,4
20.2,1932,5
19.0,1932,6
18.6,1932,7
19.4,1932,8
20.1,1932,9
19.5,1932,10
17.9,1932,11
15.7,1932,12
14.0,1933,1
13.1,1933,2
12.7,1933,3
12.4,1933,4
11.5,1933,5
10.2,1933,6
8.8,1933,7
7.2,1933,8
5.8,1933,9
6.0,1933,10
7.7,1933,11
9.0,1933,12
9.5,1934,1
10.5,1934,2
11.0,1934,3
11.1,1934,4
11.9,1934,5
13.5,1934,6
15.6,1934,7
17.5,1934,8
19.7,1934,9
21.1,1934,10
21.7,1934,11
24.9,1934,12
29.3,1935,1
32.6,1935,2
36.7,1935,3
42.7,1935,4
49.8,1935,5
56.9,1935,6
63.1,1935,7
69.9,1935,8
77.4,1935,9
85.5,1935,10
91.8,1935,11
95.3,1935,12
98.3,1936,1
103.5,1936,2
109.8,1936,3
114.7,1936,4
120.7,1936,5
128.6,1936,6
137.7,1936,7
146.3,1936,8
150.5,1936,9
153.4,1936,10
160.1,1936,11
168.6,1936,12
179.2,1937,1
189.2,1937,2
194.4,1937,3
198.6,1937,4
198.3,1937,5
193.0,1937,6
188.3,1937,7
185.2,1937,8
184.8,1937,9
184.4,1937,10
184.6,1937,11
183.0,1937,12
182.2,1938,1
182.1,1938,2
179.8,1938,3
177.2,1938,4
178.7,1938,5
182.3,1938,6
181.4,1938,7
177.2,1938,8
172.8,1938,9
171.8,1938,10
171.8,1938,11
171.4,1938,12
166.9,1939,1
161.5,1939,2
162.4,1939,3
163.3,1939,4
158.8,1939,5
151.5,1939,6
145.9,1939,7
142.6,1939,8
142.6,1939,9
140.6,1939,10
132.7,1939,11
127.1,1939,12
123.8,1940,1
121.7,1940,2
118.5,1940,3
113.0,1940,4
110.0,1940,5
111.1,1940,6
112.6,1940,7
111.3,1940,8
107.7,1940,9
103.2,1940,10
99.5,1940,11
96.1,1940,12
94.4,1941,1
91.2,1941,2
88.0,1941,3
87.3,1941,4
85.3,1941,5
81.6,1941,6
78.5,1941,7
78.3,1941,8
79.4,1941,9
81.9,1941,10
83.6,1941,11
79.9,1941,12
73.1,1942,1
67.0,1942,2
60.8,1942,3
55.5,1942,4
53.1,1942,5
51.8,1942,6
49.4,1942,7
46.2,1942,8
42.6,1942,9
38.4,1942,10
35.2,1942,11
34.2,1942,12
33.6,1943,1
33.2,1943,2
32.7,1943,3
31.4,1943,4
29.2,1943,5
27.5,1943,6
26.6,1943,7
24.0,1943,8
20.9,1943,9
18.0,1943,10
15.4,1943,11
14.4,1943,12
13.6,1944,1
12.9,1944,2
13.0,1944,3
13.9,1944,4
14.6,1944,5
15.3,1944,6
17.0,1944,7
18.9,1944,8
20.4,1944,9
23.4,1944,10
27.5,1944,11
31.7,1944,12
36.4,1945,1
39.7,1945,2
41.7,1945,3
46.8,1945,4
52.8,1945,5
55.2,1945,6
57.1,1945,7
64.3,1945,8
73.2,1945,9
80.1,1945,10
86.9,1945,11
93.2,1945,12
101.0,1946,1
111.7,1946,2
121.5,1946,3
128.0,1946,4
135.7,1946,5
147.7,1946,6
157.7,1946,7
163.1,1946,8
167.3,1946,9
173.3,1946,10
182.8,1946,11
193.4,1946,12
199.2,1947,1
204.1,1947,2
211.2,1947,3
217.2,1947,4
218.7,1947,5
216.1,1947,6
214.1,1947,7
210.9,1947,8
206.0,1947,9
206.3,1947,10
207.1,1947,11
205.7,1947,12
205.0,1948,1
202.3,1948,2
198.9,1948,3
195.7,1948,4
192.2,1948,5
191.6,1948,6
193.5,1948,7
199.8,1948,8
209.1,1948,9
210.3,1948,10
203.8,1948,11
197.1,1948,12
193.4,1949,1
190.4,1949,2
188.5,1949,3
188.4,1949,4
190.9,1949,5
192.5,1949,6
190.3,1949,7
184.1,1949,8
176.1,1949,9
171.4,1949,10
169.4,1949,11
167.1,1949,12
162.8,1950,1
158.5,1950,2
150.7,1950,3
141.0,1950,4
131.6,1950,5
122.6,1950,6
116.4,1950,7
111.9,1950,8
106.7,1950,9
102.3,1950,10
101.2,1950,11
102.4,1950,12
101.6,1951,1
98.5,1951,2
98.9,1951,3
100.2,1951,4
99.5,1951,5
98.9,1951,6
97.3,1951,7
94.0,1951,8
89.8,1951,9
84.0,1951,10
75.3,1951,11
66.5,1951,12
61.5,1952,1
59.8,1952,2
56.2,1952,3
51.4,1952,4
48.0,1952,5
45.5,1952,6
44.0,1952,7
42.1,1952,8
40.3,1952,9
39.5,1952,10
38.8,1952,11
37.3,1952,12
34.6,1953,1
31.0,1953,2
28.6,1953,3
27.2,1953,4
25.0,1953,5
22.0,1953,6
18.5,1953,7
16.7,1953,8
16.6,1953,9
15.1,1953,10
12.8,1953,11
10.8,1953,12
9.3,1954,1
8.2,1954,2
6.3,1954,3
5.1,1954,4
5.5,1954,5
6.3,1954,6
7.9,1954,7
10.5,1954,8
11.4,1954,9
11.6,1954,10
13.8,1954,11
17.4,1954,12
20.5,1955,1
23.7,1955,2
28.0,1955,3
33.5,1955,4
41.2,1955,5
50.0,1955,6
57.0,1955,7
66.0,1955,8
78.8,1955,9
91.3,1955,10
103.5,1955,11
114.8,1955,12
125.8,1956,1
139.4,1956,2
154.7,1956,3
168.1,1956,4
180.4,1956,5
193.9,1956,6
206.1,1956,7
211.8,1956,8
214.5,1956,9
220.6,1956,10
226.0,1956,11
232.7,1956,12
241.1,1957,1
243.8,1957,2
246.8,1957,3
256.3,1957,4
262.7,1957,5
266.1,1957,6
271.1,1957,7
275.3,1957,8
279.3,1957,9
282.5,1957,10
284.4,1957,11
283.3,1957,12
281.8,1958,1
284.5,1958,2
285.0,1958,3
278.7,1958,4
271.0,1958,5
264.5,1958,6
262.3,1958,7
261.9,1958,8
260.3,1958,9
258.1,1958,10
255.9,1958,11
255.6,1958,12
252.9,1959,1
250.4,1959,2
247.1,1959,3
239.7,1959,4
233.9,1959,5
228.5,1959,6
220.6,1959,7
214.2,1959,8
207.1,1959,9
199.7,1959,10
194.2,1959,11
187.6,1959,12
182.5,1960,1
177.0,1960,2
172.1,1960,3
169.4,1960,4
165.7,1960,5
161.3,1960,6
153.8,1960,7
145.0,1960,8
138.6,1960,9
132.1,1960,10
124.5,1960,11
118.5,1960,12
113.6,1961,1
105.9,1961,2
97.5,1961,3
91.1,1961,4
85.1,1961,5
79.1,1961,6
75.3,1961,7
74.4,1961,8
74.3,1961,9
73.0,1961,10
71.7,1961,11
69.1,1961,12
64.2,1962,1
59.4,1962,2
56.7,1962,3
56.1,1962,4
55.9,1962,5
54.6,1962,6
52.5,1962,7
49.8,1962,8
46.7,1962,9
44.0,1962,10
42.9,1962,11
42.6,1962,12
42.1,1963,1
42.6,1963,2
42.6,1963,3
41.6,1963,4
41.1,1963,5
40.4,1963,6
39.7,1963,7
39.0,1963,8
38.6,1963,9
37.4,1963,10
34.2,1963,11
30.7,1963,12
28.1,1964,1
25.7,1964,2
22.3,1964,3
18.6,1964,4
16.0,1964,5
15.0,1964,6
15.2,1964,7
15.1,1964,8
14.6,1964,9
14.3,1964,10
15.0,1964,11
16.2,1964,12
17.2,1965,1
17.7,1965,2
18.4,1965,3
19.9,1965,4
21.2,1965,5
21.8,1965,6
22.6,1965,7
23.8,1965,8
25.2,1965,9
28.4,1965,10
32.1,1965,11
35.2,1965,12
39.7,1966,1
44.8,1966,2
49.2,1966,3
53.3,1966,4
57.9,1966,5
63.4,1966,6
71.4,1966,7
80.3,1966,8
89.5,1966,9
95.8,1966,10
99.4,1966,11
103.0,1966,12
106.2,1967,1
111.6,1967,2
116.5,1967,3
119.8,1967,4
123.9,1967,5
129.4,1967,6
133.3,1967,7
135.0,1967,8
134.9,1967,9
134.5,1967,10
137.6,1967,11
142.5,1967,12
145.3,1968,1
145.7,1968,2
148.2,1968,3
151.8,1968,4
152.4,1968,5
150.9,1968,6
148.9,1968,7
148.4,1968,8
151.5,1968,9
155.5,1968,10
156.6,1968,11
156.0,1968,12
155.7,1969,1
155.1,1969,2
152.9,1969,3
150.7,1969,4
150.4,1969,5
150.1,1969,6
149.9,1969,7
150.7,1969,8
149.2,1969,9
147.4,1969,10
148.0,1969,11
148.5,1969,12
149.5,1970,1
150.1,1970,2
150.3,1970,3
150.3,1970,4
149.8,1970,5
149.1,1970,6
147.0,1970,7
143.0,1970,8
137.6,1970,9
132.9,1970,10
126.5,1970,11
119.0,1970,12
113.8,1971,1
110.1,1971,2
105.3,1971,3
100.4,1971,4
96.5,1971,5
94.5,1971,6
92.7,1971,7
91.5,1971,8
93.2,1971,9
93.8,1971,10
94.7,1971,11
98.3,1971,12
100.3,1972,1
100.9,1972,2
102.6,1972,3
104.0,1972,4
103.3,1972,5
99.9,1972,6
96.6,1972,7
92.9,1972,8
88.2,1972,9
85.9,1972,10
83.3,1972,11
78.2,1972,12
72.3,1973,1
66.1,1973,2
62.8,1973,3
60.8,1973,4
57.9,1973,5
55.6,1973,6
53.4,1973,7
51.4,1973,8
49.0,1973,9
46.6,1973,10
45.4,1973,11
45.0,1973,12
46.8,1974,1
49.1,1974,2
48.5,1974,3
48.3,1974,4
49.4,1974,5
49.3,1974,6
48.6,1974,7
47.3,1974,8
45.8,1974,9
43.2,1974,10
39.3,1974,11
36.1,1974,12
33.0,1975,1
31.8,1975,2
30.6,1975,3
26.8,1975,4
24.2,1975,5
23.2,1975,6
21.8,1975,7
20.7,1975,8
20.9,1975,9
22.3,1975,10
23.3,1975,11
23.6,1975,12
22.1,1976,1
19.2,1976,2
17.8,1976,3
18.4,1976,4
18.3,1976,5
17.9,1976,6
18.8,1976,7
20.5,1976,8
20.8,1976,9
19.7,1976,10
19.7,1976,11
21.6,1976,12
24.3,1977,1
26.3,1977,2
28.8,1977,3
31.9,1977,4
34.7,1977,5
37.7,1977,6
41.4,1977,7
47.6,1977,8
55.8,1977,9
64.8,1977,10
73.7,1977,11
80.7,1977,12
86.9,1978,1
91.5,1978,2
98.7,1978,3
109.0,1978,4
117.8,1978,5
126.6,1978,6
138.0,1978,7
147.3,1978,8
153.6,1978,9
157.3,1978,10
160.4,1978,11
166.7,1978,12
175.2,1979,1
185.4,1979,2
193.3,1979,3
199.9,1979,4
208.5,1979,5
216.7,1979,6
219.5,1979,7
220.1,1979,8
220.4,1979,9
223.4,1979,10
229.8,1979,11
232.9,1979,12
232.0,1980,1
230.2,1980,2
227.9,1980,3
224.6,1980,4
221.3,1980,5
219.1,1980,6
216.1,1980,7
212.0,1980,8
211.5,1980,9
211.9,1980,10
209.1,1980,11
202.8,1980,12
199.6,1981,1
202.2,1981,2
205.4,1981,3
205.7,1981,4
204.1,1981,5
200.9,1981,6
198.5,1981,7
199.9,1981,8
202.7,1981,9
201.4,1981,10
196.0,1981,11
194.1,1981,12
192.7,1982,1
186.6,1982,2
180.0,1982,3
173.4,1982,4
167.5,1982,5
164.0,1982,6
161.5,1982,7
153.5,1982,8
141.4,1982,9
133.3,1982,10
131.3,1982,11
130.5,1982,12
127.9,1983,1
123.9,1983,2
117.1,1983,3
110.5,1983,4
104.5,1983,5
95.9,1983,6
89.1,1983,7
88.9,1983,8
91.7,1983,9
92.0,1983,10
89.7,1983,11
85.5,1983,12
80.5,1984,1
75.8,1984,2
71.2,1984,3
66.8,1984,4
63.5,1984,5
61.7,1984,6
58.3,1984,7
52.2,1984,8
44.3,1984,9
37.2,1984,10
31.6,1984,11
27.4,1984,12
25.2,1985,1
23.5,1985,2
21.7,1985,3
21.3,1985,4
21.4,1985,5
20.8,1985,6
19.9,1985,7
19.6,1985,8
19.8,1985,9
19.7,1985,10
19.1,1985,11
17.3,1985,12
15.2,1986,1
14.3,1986,2
14.3,1986,3
15.1,1986,4
15.8,1986,5
15.2,1986,6
15.1,1986,7
14.4,1986,8
13.5,1986,9
14.7,1986,10
16.6,1986,11
18.3,1986,12
19.9,1987,1
22.3,1987,2
25.5,1987,3
28.0,1987,4
30.3,1987,5
32.7,1987,6
36.2,1987,7
40.5,1987,8
45.3,1987,9
51.0,1987,10
55.1,1987,11
60.9,1987,12
69.2,1988,1
76.9,1988,2
84.9,1988,3
93.0,1988,4
101.4,1988,5
114.3,1988,6
128.5,1988,7
141.1,1988,8
151.2,1988,9
156.9,1988,10
164.4,1988,11
176.1,1988,12
184.8,1989,1
190.7,1989,2
198.0,1989,3
203.8,1989,4
209.5,1989,5
212.1,1989,6
212.0,1989,7
211.1,1989,8
210.5,1989,9
212.4,1989,10
212.5,1989,11
206.2,1989,12
201.2,1990,1
202.4,1990,2
200.9,1990,3
198.1,1990,4
195.1,1990,5
192.0,1990,6
190.1,1990,7
191.6,1990,8
194.6,1990,9
195.2,1990,10
195.2,1990,11
197.8,1990,12
202.8,1991,1
204.4,1991,2
203.9,1991,3
203.8,1991,4
202.9,1991,5
202.8,1991,6
203.5,1991,7
203.3,1991,8
200.9,1991,9
196.7,1991,10
191.4,1991,11
183.1,1991,12
172.6,1992,1
161.1,1992,2
151.8,1992,3
146.0,1992,4
142.1,1992,5
137.1,1992,6
128.5,1992,7
119.3,1992,8
113.0,1992,9
109.0,1992,10
106.3,1992,11
104.5,1992,12
101.9,1993,1
99.3,1993,2
95.4,1993,3
90.2,1993,4
84.2,1993,5
78.6,1993,6
76.5,1993,7
73.6,1993,8
68.3,1993,9
63.2,1993,10
58.4,1993,11
55.1,1993,12
52.6,1994,1
50.2,1994,2
49.4,1994,3
49.6,1994,4
48.7,1994,5
46.4,1994,6
42.7,1994,7
40.1,1994,8
39.7,1994,9
39.4,1994,10
38.7,1994,11
37.6,1994,12
35.6,1995,1
33.7,1995,2
32.0,1995,3
29.4,1995,4
27.3,1995,5
25.9,1995,6
24.4,1995,7
22.0,1995,8
19.0,1995,9
17.0,1995,10
15.9,1995,11
15.1,1995,12
14.5,1996,1
14.2,1996,2
13.7,1996,3
12.0,1996,4
11.2,1996,5
11.6,1996,6
11.3,1996,7
11.2,1996,8
11.3,1996,9
12.0,1996,10
13.4,1996,11
14.3,1996,12
14.5,1997,1
15.2,1997,2
18.3,1997,3
22.0,1997,4
24.4,1997,5
27.2,1997,6
30.4,1997,7
33.6,1997,8
38.2,1997,9
43.1,1997,10
47.1,1997,11
52.0,1997,12
58.4,1998,1
65.4,1998,2
72.0,1998,3
76.9,1998,4
80.8,1998,5
85.4,1998,6
89.8,1998,7
93.5,1998,8
96.4,1998,9
98.2,1998,10
102.3,1998,11
110.4,1998,12
118.4,1999,1
122.5,1999,2
122.3,1999,3
125.0,1999,4
132.6,1999,5
136.3,1999,6
138.1,1999,7
142.9,1999,8
150.5,1999,9
159.3,1999,10
164.1,1999,11
164.0,1999,12
166.1,2000,1
170.6,2000,2
174.3,2000,3
175.2,2000,4
172.9,2000,5
172.7,2000,6
174.2,2000,7
172.8,2000,8
168.8,2000,9
165.3,2000,10
163.1,2000,11
162.7,2000,12
158.3,2001,1
152.5,2001,2
155.1,2001,3
160.7,2001,4
163.7,2001,5
167.4,2001,6
172.0,2001,7
175.8,2001,8
177.1,2001,9
177.3,2001,10
180.3,2001,11
179.1,2001,12
177.6,2002,1
179.7,2002,2
178.2,2002,3
174.4,2002,4
171.3,2002,5
166.9,2002,6
161.5,2002,7
155.4,2002,8
149.5,2002,9
143.9,2002,10
136.0,2002,11
131.4,2002,12
129.6,2003,1
125.7,2003,2
118.7,2003,3
111.9,2003,4
107.0,2003,5
101.7,2003,6
96.0,2003,7
92.9,2003,8
91.8,2003,9
89.1,2003,10
86.9,2003,11
84.1,2003,12
80.1,2004,1
76.4,2004,2
73.2,2004,3
71.0,2004,4
69.5,2004,5
67.1,2004,6
64.8,2004,7
63.0,2004,8
60.2,2004,9
57.9,2004,10
56.6,2004,11
55.7,2004,12
54.5,2005,1
53.2,2005,2
52.3,2005,3
49.3,2005,4
45.0,2005,5
44.5,2005,6
44.6,2005,7
41.9,2005,8
39.4,2005,9
38.9,2005,10
38.4,2005,11
36.0,2005,12
33.0,2006,1
29.7,2006,2
27.4,2006,3
27.0,2006,4
27.4,2006,5
26.2,2006,6
25.0,2006,7
25.9,2006,8
26.0,2006,9
23.7,2006,10
21.1,2006,11
20.2,2006,12
19.8,2007,1
19.0,2007,2
17.7,2007,3
16.4,2007,4
14.4,2007,5
12.8,2007,6
11.6,2007,7
9.9,2007,8
9.6,2007,9
9.9,2007,10
9.2,2007,11
7.9,2007,12
6.6,2008,1
5.6,2008,2
5.1,2008,3
5.1,2008,4
5.4,2008,5
